DATE,COUNTRY,PRODUCT,SALES
2/7/2020,GERMANY,PHONE,304
2/8/2020,INDIA,SPEAKERS,73
2/9/2020,UK,IPHONE,873
2/10/2020,US,TV,992
2/11/2020,GERMANY,TAB,844
2/12/2020,INDIA,PHONE,583
2/13/2020,UK,SPEAKERS,977
2/14/2020,US,IPHONE,582
2/15/2020,GERMANY,TV,954
2/16/2020,INDIA,TAB,562
2/17/2020,UK,PHONE,172
2/18/2020,US,SPEAKERS,912
2/19/2020,GERMANY,IPHONE,915
2/20/2020,INDIA,TV,325
2/21/2020,UK,TAB,587
2/22/2020,US,PHONE,995
2/23/2020,GERMANY,SPEAKERS,654
2/24/2020,INDIA,IPHONE,223
2/25/2020,UK,TV,261
2/26/2020,US,TAB,262
2/27/2020,GERMANY,PHONE,146
2/28/2020,INDIA,SPEAKERS,4
2/29/2020,UK,IPHONE,364
3/1/2020,US,TV,266
3/2/2020,GERMANY,TAB,142
3/3/2020,INDIA,PHONE,470
3/4/2020,UK,SPEAKERS,125
3/5/2020,US,IPHONE,601
3/6/2020,GERMANY,TV,181
3/7/2020,INDIA,TAB,381
3/8/2020,UK,PHONE,772
3/9/2020,US,SPEAKERS,558
3/10/2020,GERMANY,IPHONE,239
3/11/2020,INDIA,TV,868
3/12/2020,UK,TAB,493
3/13/2020,US,PHONE,295
3/14/2020,GERMANY,SPEAKERS,593
3/15/2020,INDIA,IPHONE,17
3/16/2020,UK,TV,2
3/17/2020,US,TAB,850
3/18/2020,GERMANY,PHONE,161
3/19/2020,INDIA,SPEAKERS,626
3/20/2020,UK,IPHONE,782
3/21/2020,US,TV,727
3/22/2020,GERMANY,TAB,946
3/23/2020,INDIA,PHONE,260
3/24/2020,UK,SPEAKERS,543
3/25/2020,US,IPHONE,15
3/26/2020,GERMANY,TV,29
3/27/2020,INDIA,TAB,686
3/28/2020,UK,PHONE,333
3/29/2020,US,SPEAKERS,213
3/30/2020,GERMANY,IPHONE,36
3/31/2020,INDIA,TV,247
4/1/2020,UK,TAB,992
4/2/2020,US,PHONE,404
4/3/2020,GERMANY,SPEAKERS,331
4/4/2020,INDIA,IPHONE,673
4/5/2020,UK,TV,31
4/6/2020,US,TAB,78
4/7/2020,GERMANY,PHONE,560
4/8/2020,INDIA,SPEAKERS,341
4/9/2020,UK,IPHONE,661
4/10/2020,US,TV,162
4/11/2020,GERMANY,TAB,439
4/12/2020,INDIA,PHONE,105
4/13/2020,UK,SPEAKERS,568
4/14/2020,US,IPHONE,606
4/15/2020,GERMANY,TV,137
4/16/2020,INDIA,TAB,903
4/17/2020,UK,PHONE,773
4/18/2020,US,SPEAKERS,410
4/19/2020,GERMANY,IPHONE,114
4/20/2020,INDIA,TV,351
4/21/2020,UK,TAB,447
4/22/2020,US,PHONE,996
4/23/2020,GERMANY,SPEAKERS,952
4/24/2020,INDIA,IPHONE,339
4/25/2020,UK,TV,590
4/26/2020,US,TAB,363
4/27/2020,GERMANY,PHONE,770
4/28/2020,INDIA,SPEAKERS,535
4/29/2020,UK,IPHONE,707
4/30/2020,US,TV,854
5/1/2020,GERMANY,TAB,998
5/2/2020,INDIA,PHONE,651
5/3/2020,UK,SPEAKERS,849
5/4/2020,US,IPHONE,558
5/5/2020,GERMANY,TV,8
5/6/2020,INDIA,TAB,178
5/7/2020,UK,PHONE,429
5/8/2020,US,SPEAKERS,778
5/9/2020,GERMANY,IPHONE,882
5/10/2020,INDIA,TV,9
5/11/2020,UK,TAB,301
5/12/2020,US,PHONE,647
5/13/2020,GERMANY,SPEAKERS,804
5/14/2020,INDIA,IPHONE,442
5/15/2020,UK,TV,642
5/16/2020,US,TAB,848
5/17/2020,GERMANY,PHONE,287
5/18/2020,INDIA,SPEAKERS,995
5/19/2020,UK,IPHONE,779
5/20/2020,US,TV,1000
5/21/2020,GERMANY,TAB,630
5/22/2020,INDIA,PHONE,191
5/23/2020,UK,SPEAKERS,760
5/24/2020,US,IPHONE,86
5/25/2020,GERMANY,TV,103
5/26/2020,INDIA,TAB,394
5/27/2020,UK,PHONE,468
5/28/2020,US,SPEAKERS,286
5/29/2020,GERMANY,IPHONE,565
5/30/2020,INDIA,TV,859
5/31/2020,UK,TAB,861
6/1/2020,US,PHONE,707
6/2/2020,GERMANY,SPEAKERS,122
6/3/2020,INDIA,IPHONE,6
6/4/2020,UK,TV,474
6/5/2020,US,TAB,349
6/6/2020,GERMANY,PHONE,469
6/7/2020,INDIA,SPEAKERS,957
6/8/2020,UK,IPHONE,83
6/9/2020,US,TV,842
6/10/2020,GERMANY,TAB,247
6/11/2020,INDIA,PHONE,341
6/12/2020,UK,SPEAKERS,659
6/13/2020,US,IPHONE,475
6/14/2020,GERMANY,TV,774
6/15/2020,INDIA,TAB,711
6/16/2020,UK,PHONE,249
6/17/2020,US,SPEAKERS,182
6/18/2020,GERMANY,IPHONE,996
6/19/2020,INDIA,TV,311
6/20/2020,UK,TAB,549
6/21/2020,US,PHONE,823
6/22/2020,GERMANY,SPEAKERS,179
6/23/2020,INDIA,IPHONE,848
6/24/2020,UK,TV,406
6/25/2020,US,TAB,717
6/26/2020,GERMANY,PHONE,282
6/27/2020,INDIA,SPEAKERS,181
6/28/2020,UK,IPHONE,794
6/29/2020,US,TV,172
6/30/2020,GERMANY,TAB,133
7/1/2020,INDIA,PHONE,242
7/2/2020,UK,SPEAKERS,468
7/3/2020,US,IPHONE,847
7/4/2020,GERMANY,TV,804
7/5/2020,INDIA,TAB,834
7/6/2020,UK,PHONE,450
7/7/2020,US,SPEAKERS,93
7/8/2020,GERMANY,IPHONE,972
7/9/2020,INDIA,TV,665
7/10/2020,UK,TAB,501
7/11/2020,US,PHONE,643
7/12/2020,GERMANY,SPEAKERS,982
7/13/2020,INDIA,IPHONE,486
7/14/2020,UK,TV,30
7/15/2020,US,TAB,889
7/16/2020,GERMANY,PHONE,225
7/17/2020,INDIA,SPEAKERS,394
7/18/2020,UK,IPHONE,43
7/19/2020,US,TV,673
7/20/2020,GERMANY,TAB,345
7/21/2020,INDIA,PHONE,1200
7/22/2020,UK,SPEAKERS,619
7/23/2020,US,IPHONE,707
7/24/2020,GERMANY,TV,97
7/25/2020,INDIA,TAB,221
7/26/2020,UK,PHONE,730
7/27/2020,US,SPEAKERS,693
7/28/2020,GERMANY,PHONE,394
7/29/2020,INDIA,SPEAKERS,43
7/30/2020,UK,IPHONE,673
7/31/2020,US,TV,345
8/1/2020,GERMANY,TAB,530
8/2/2020,INDIA,PHONE,394
8/3/2020,UK,SPEAKERS,221
8/4/2020,INDIA,SPEAKERS,730
8/5/2020,UK,IPHONE,1239
8/6/2020,US,TV,1748
8/7/2020,GERMANY,TAB,2257
2/2/2023,INDIA,PHONE,394
2/3/2023,UK,SPEAKERS,221
2/4/2023,INDIA,SPEAKERS,730
2/5/2023,UK,IPHONE,1239
2/6/2023,US,TV,1748
