DATE,COUNTRY,PRODUCT,SALES
2/7/2020,GERMANY,PHONE,806
2/8/2020,INDIA,SPEAKERS,102
2/9/2020,UK,IPHONE,17
2/10/2020,US,TV,600
2/11/2020,GERMANY,TAB,445
2/12/2020,INDIA,PHONE,894
2/13/2020,UK,SPEAKERS,792
2/14/2020,US,IPHONE,401
2/15/2020,GERMANY,TV,166
2/16/2020,INDIA,TAB,501
2/17/2020,UK,PHONE,503
2/18/2020,US,SPEAKERS,367
2/19/2020,GERMANY,IPHONE,910
2/20/2020,INDIA,TV,357
2/21/2020,UK,TAB,953
2/22/2020,US,PHONE,147
2/23/2020,GERMANY,SPEAKERS,848
2/24/2020,INDIA,IPHONE,355
2/25/2020,UK,TV,558
2/26/2020,US,TAB,306
2/27/2020,GERMANY,PHONE,656
2/28/2020,INDIA,SPEAKERS,598
2/29/2020,UK,IPHONE,237
3/1/2020,US,TV,255
3/2/2020,GERMANY,TAB,651
3/3/2020,INDIA,PHONE,36
3/4/2020,UK,SPEAKERS,528
3/5/2020,US,IPHONE,487
3/6/2020,GERMANY,TV,5
3/7/2020,INDIA,TAB,113
3/8/2020,UK,PHONE,43
3/9/2020,US,SPEAKERS,340
3/10/2020,GERMANY,IPHONE,515
3/11/2020,INDIA,TV,904
3/12/2020,UK,TAB,523
3/13/2020,US,PHONE,401
3/14/2020,GERMANY,SPEAKERS,938
3/15/2020,INDIA,IPHONE,88
3/16/2020,UK,TV,757
3/17/2020,US,TAB,84
3/18/2020,GERMANY,PHONE,733
3/19/2020,INDIA,SPEAKERS,681
3/20/2020,UK,IPHONE,696
3/21/2020,US,TV,341
3/22/2020,GERMANY,TAB,130
3/23/2020,INDIA,PHONE,329
3/24/2020,UK,SPEAKERS,325
3/25/2020,US,IPHONE,596
3/26/2020,GERMANY,TV,260
3/27/2020,INDIA,TAB,8
3/28/2020,UK,PHONE,839
3/29/2020,US,SPEAKERS,67
3/30/2020,GERMANY,IPHONE,747
3/31/2020,INDIA,TV,126
4/1/2020,UK,TAB,739
4/2/2020,US,PHONE,504
4/3/2020,GERMANY,SPEAKERS,751
4/4/2020,INDIA,IPHONE,960
4/5/2020,UK,TV,338
4/6/2020,US,TAB,735
4/7/2020,GERMANY,PHONE,501
4/8/2020,INDIA,SPEAKERS,755
4/9/2020,UK,IPHONE,198
4/10/2020,US,TV,503
4/11/2020,GERMANY,TAB,479
4/12/2020,INDIA,PHONE,464
4/13/2020,UK,SPEAKERS,133
4/14/2020,US,IPHONE,737
4/15/2020,GERMANY,TV,12
4/16/2020,INDIA,TAB,461
4/17/2020,UK,PHONE,738
4/18/2020,US,SPEAKERS,484
4/19/2020,GERMANY,IPHONE,678
4/20/2020,INDIA,TV,216
4/21/2020,UK,TAB,777
4/22/2020,US,PHONE,728
4/23/2020,GERMANY,SPEAKERS,729
4/24/2020,INDIA,IPHONE,229
4/25/2020,UK,TV,754
4/26/2020,US,TAB,754
4/27/2020,GERMANY,PHONE,103
4/28/2020,INDIA,SPEAKERS,550
4/29/2020,UK,IPHONE,143
4/30/2020,US,TV,668
5/1/2020,GERMANY,TAB,517
5/2/2020,INDIA,PHONE,171
5/3/2020,UK,SPEAKERS,378
5/4/2020,US,IPHONE,530
5/5/2020,GERMANY,TV,376
5/6/2020,INDIA,TAB,38
5/7/2020,UK,PHONE,193
5/8/2020,US,SPEAKERS,55
5/9/2020,GERMANY,IPHONE,234
5/10/2020,INDIA,TV,800
5/11/2020,UK,TAB,739
5/12/2020,US,PHONE,775
5/13/2020,GERMANY,SPEAKERS,452
5/14/2020,INDIA,IPHONE,485
5/15/2020,UK,TV,832
5/16/2020,US,TAB,791
5/17/2020,GERMANY,PHONE,985
5/18/2020,INDIA,SPEAKERS,841
5/19/2020,UK,IPHONE,559
5/20/2020,US,TV,877
5/21/2020,GERMANY,TAB,704
5/22/2020,INDIA,PHONE,119
5/23/2020,UK,SPEAKERS,194
5/24/2020,US,IPHONE,678
5/25/2020,GERMANY,TV,888
5/26/2020,INDIA,TAB,89
5/27/2020,UK,PHONE,738
5/28/2020,US,SPEAKERS,569
5/29/2020,GERMANY,IPHONE,741
5/30/2020,INDIA,TV,844
5/31/2020,UK,TAB,587
6/1/2020,US,PHONE,485
6/2/2020,GERMANY,SPEAKERS,297
6/3/2020,INDIA,IPHONE,323
6/4/2020,UK,TV,126
6/5/2020,US,TAB,955
6/6/2020,GERMANY,PHONE,169
6/7/2020,INDIA,SPEAKERS,80
6/8/2020,UK,IPHONE,82
6/9/2020,US,TV,653
6/10/2020,GERMANY,TAB,695
6/11/2020,INDIA,PHONE,370
6/12/2020,UK,SPEAKERS,517
6/13/2020,US,IPHONE,591
6/14/2020,GERMANY,TV,504
6/15/2020,INDIA,TAB,463
6/16/2020,UK,PHONE,852
6/17/2020,US,SPEAKERS,872
6/18/2020,GERMANY,IPHONE,266
6/19/2020,INDIA,TV,902
6/20/2020,UK,TAB,439
6/21/2020,US,PHONE,278
6/22/2020,GERMANY,SPEAKERS,456
6/23/2020,INDIA,IPHONE,208
6/24/2020,UK,TV,350
6/25/2020,US,TAB,948
6/26/2020,GERMANY,PHONE,967
6/27/2020,INDIA,SPEAKERS,507
6/28/2020,UK,IPHONE,659
6/29/2020,US,TV,522
6/30/2020,GERMANY,TAB,954
7/1/2020,INDIA,PHONE,68
7/2/2020,UK,SPEAKERS,740
7/3/2020,US,IPHONE,440
7/4/2020,GERMANY,TV,343
7/5/2020,INDIA,TAB,705
7/6/2020,UK,PHONE,294
7/7/2020,US,SPEAKERS,584
7/8/2020,GERMANY,IPHONE,711
7/9/2020,INDIA,TV,764
7/10/2020,UK,TAB,202
7/11/2020,US,PHONE,985
7/12/2020,GERMANY,SPEAKERS,791
7/13/2020,INDIA,IPHONE,336
7/14/2020,UK,TV,221
7/15/2020,US,TAB,233
7/16/2020,GERMANY,PHONE,742
7/17/2020,INDIA,SPEAKERS,204
7/18/2020,UK,IPHONE,744
7/19/2020,US,TV,677
7/20/2020,GERMANY,TAB,262
7/21/2020,INDIA,PHONE,634
7/22/2020,UK,SPEAKERS,955
7/23/2020,US,IPHONE,352
7/24/2020,GERMANY,TV,724
7/25/2020,INDIA,TAB,519
7/26/2020,UK,PHONE,105
7/27/2020,US,SPEAKERS,272
